Candidate,Candidate_Entity:id,Num_of_Records,Total_dollar
"JOHN, DREW",40621904,154,40504.69
"TOMASSO, LISA P",9579114,235,40498
"THOMAS, W CURTIS",13006091,70,40482
"ANDERSON, SONYA MURRAY",11029613,128,40445.76
"CONKLIN, H SCOTT",12997014,47,40435.16
"DANIEL, WARREN TODD",6685849,84,40425
"JAGLER, JOHN",13736023,281,40416.6
"JOHNSON, STEVEN C",6690956,150,40390.35
"EMERY, DAVID",42544984,38,40379.56
"REHM, WILLIAM R (BILL)",13004372,104,40360.85
"GARA, LESLIE S (LES)",4004350,221,40327
"BLY, DAVID H",6515630,38,40312.69
"ALLEN, FRED",37971320,117,40302.11
"PALMER, SHARON M",7122243,259,40290
"PETTYJOHN, BRIAN GUY",25162481,217,40281.92
"MCBURNEY JR, PATRICK D",40587675,82,40266.66
"STEVENS, SARAH S",5852238,64,40250
"ARMSTRONG, RANDALL RAY (RANDY)",7896993,39,40247.62
"BARROWS, FRED (JAY)",13001273,256,40236.36
"FOSTER, NANCY REAGAN",16369140,120,40228.64
"LYNN, SEAN M",25085231,195,40218.21
"VINCENT, ROSELEE",745515,314,40206.17
"HEATH, RICHARD",10238659,164,40172.7
"PEZOLD, JOHN",12746067,69,40150.15
"ANTHONY, MICHAEL A (MIKE)",6399458,79,40148.32
"KELLER, CANDICE",37970399,77,40143.3
"SKINNER, TIMOTHY D (TIM)",38526101,49,40123.39
"NESBIT, TEDD C",23442799,112,40116.35
"LINDSTROM, JASON",41757707,10,40111.22
"HERRERA, LARRY",26798116,2,40110
"PITCHER, DIXON M",6684040,40,40099.01
"FINN, LINDA DILL",13735930,135,40077.48
"WILLIAMS, JAIME R",39680109,99,40055
"DEVON, DALE R",13000265,94,40045
"COX, TOM",40609367,140,40014.41
"MAHONEY JR, JOHN T",41757784,149,40013.9
"HAR, SHARON",6481395,97,40012.8
"DEGROOT, BRUCE",39656772,63,40012
"HIGGINS, NATALIE",41757793,393,40011.89
"BENNETT, MICHAEL D",40622402,1,40000
"YARUSSO, BARB",16072408,37,39999.47
"PERRYMAN, DAVID L",8849979,101,39994.2
"LANDFIELD, JEFF",13789955,213,39973.44
"DUNN, RANDY D",11029490,177,39969.52
"SIAS, LANGHORNE C (LANG)",11023458,142,39968.23
"CAMPBELL, NOEL",6671152,74,39954.53
"FRANKS, BRUCE",39656742,149,39952.09
"ROBINSON, PHILLIP",37970334,55,39948.07
"BOLAND, ANDREA M",9930370,32,39910.2
"STERIL, MARIE ERLANDE",14358165,166,39880
"MILLER, DANIEL L",15982997,45,39865.23
"METRO, JAMES (JIM)",6500188,39,39840
"CRAWFORD, HEATHER AMMONS",11023570,117,39839.07
"BAKER, TERRY L",38601900,62,39831.5
"WATKINS, DAVID ALLEN",6470933,59,39829.22
"HIGGINS, PATTI",6400609,204,39795
"GRATWICK, GEOFFREY",11022678,38,39774.57
"HENNESSEY, MARTHA S",41553254,137,39770
"DWYER, JAMES J",380208,178,39767
"TUCK, CHRIS S",6464933,147,39752.41
"DAVIS, CHARLIE",13003344,109,39726.96
"SAWYER, TOM",6409235,149,39714.42
"FARNSWORTH, EDDIE",6381730,106,39700
"OTIS, STEVEN",15666216,159,39685.55
"KOZNICK, JON",24844880,40,39684.71
"HILTON, SCOTT",23350786,90,39659.16
"AMADOR, PAUL",39441706,148,39658.14
"GARTNER, JIM",27495326,186,39652.31
"MCALISTER, KATE",39441689,152,39614.68
"KAIN, PALMER",23421219,73,39602.88
"MEIER, PATTI",40606712,65,39591.27
"SERPA, PATRICIA A",6480805,236,39579.2
"FRANCE, THOMAS M (TOM)",26285382,333,39575
"SAWYER, TAMI (TAMARA)",39714892,107,39573.15
"GIORDANO, VINCENT",41756080,134,39553.98
"JACKSON, MACON",39827529,49,39551
"HAHNFELDT, DON V",128973,110,39550
"WALKER DORSEY, SHERRY",25085221,324,39549.87
"HERNANDEZ, MANUEL",39699118,31,39543.88
"BECKMAN, SUSAN",26456042,216,39501.56
"LOPEZ, PETER D",13009416,125,39486.68
"ELLIOTT, MARK",40609609,82,39471.53
"HARRISON, CHRIS",39828085,226,39460.14
"CONLON, GREG",60008,31,39445.71
"HANDY, STEPHEN G (STEVE)",6684075,62,39428.83
"GORMAN, SEAN",38525909,30,39414.21
"GOODWIN, TIMOTHY R (TIM)",39762672,21,39380.94
"DAVIS, CHRISTOPHER F",39742134,321,39367.8
"BALTZ, SCOTT",10885403,116,39367.25
"BRUCHMAN, ROB",13000474,185,39329.85
"ANDRADE, RICHARD C",23318738,73,39312.86
"SPIROS, JOHN",13736134,168,39308.28
"SCHULTZ, MIKE",24351945,64,39277.45
"WARD, JOANN",16072431,50,39257.39
"LEVINGS, CHRISTY C",9063733,303,39252.77
"TRAN, DEAN",619248,222,39251.9
"WHEELER III, WILLIAM WALTER",39714630,86,39230
"OHNO, TAKASHI",13689941,75,39225.19
"WOODS, CHRIS",38526129,71,39224.49
"GALLAGHER, LINDA",24844611,176,39223.98
"LOCKHART, WILLIAM A (WILL)",39714832,105,39189.19
"PAINE, JERRY",40587780,90,39159.25
"KNOWLES, BARRY",24812052,214,39155.17
"ROBINSON, GEORGE SIDNEY",6332439,82,39151.5
"BLEMUR, ANIS AUGUSTE",25004919,144,39122.31
"EAVES, LES",13471021,59,39117.76
"SAVITT, MARC STEVEN",15549919,36,39106.5
"MARKLEY, PATTY",40609418,142,39105.56
"BARR, REGINA",40606731,79,39092.98
"PITMAN, ROBERT M (BOB)",38526077,102,39085.82
"PHILLIPS, ANDREA",39447229,230,39046.17
"MCCABE, JEFFREY M",13001980,55,39035.2
"PHILLIPS, DEBBIE",42689477,43,39035.13
"GANN, TOM",39827902,110,39034.97
"HOFFMAN, KYLE D",6690980,141,39033.49
"SEIWERT, JOE",6677634,138,39028.7
"MACKAY, GREG",41676817,6,39022.54
"SLOAN, TOM",6612697,212,39021.1
"HERBKERSMAN, BILL",6602517,67,39000
"AGARD SARGENT, MELISSA",13736053,478,38957.09
"SOSSI, PAMELA",16241942,102,38933.98
"CHANG-DIAZ, SONIA",13012154,124,38910
"GOURON, MAX",37006237,12,38900
"TIPPETTS, DAN",39715691,66,38899
"GATES, CEDRIC ASUEGA",24820515,71,38887.6
"TAKAYAMA, GREGG",13689946,116,38880
"SALZBERG, BENJAMIN",38445018,23,38877.74
"ACREE, GLENN E",6564721,80,38854.21
"SCHUTT JR, ROBERT CLARK (BOB)",40461555,70,38849.42
"NEWBURN, MARK",6567296,20,38843.18
"BAUMANN, AARON",40621883,201,38805
"ANIELSKI, MARLENE",13004495,140,38761
"BORGES, ESTELE C",42430801,183,38758.42
"SMITH-INGRAM, ERICA DANETTE",23442206,73,38755
"SWEDZINSKI, CHRIS",6694353,50,38751.8
"KROEGER, GARY",6116985,425,38722.34
"LOJEWSKI, AARON N",13789703,237,38715.32
"BRUMBAUGH, DAVID",13005088,69,38713.74
"RAHN, WILLIAM F (BILL)",18085222,180,38660.67
"JETT, JOE",9652406,62,38658.58
"MATTA, WILLIAM",33559943,59,38642.9
"KEARNS, MICHAEL P",6700820,372,38640.53
"MCCREERY, TRACY",6536336,116,38639.89
"FAVORS, JOANNE",6455486,73,38625.92
"WHALEN, KURT",39447276,87,38613.11
"CHRISTOFFERSON, KAY J",13007246,65,38607.28
"YOUAKIM, CHERYL",16993699,35,38594.8
"LOMBARDI, FRANK S",13736227,113,38590
"VALENTINE, BROOKE",40587819,164,38585.75
"PARTRIDGE, JEFF",8649671,97,38555.6
"BERGER, ROSIE",10156063,74,38555
"SEARS, EARL",6668884,10,38554.51
"JOHNSON, CLARK",17359599,28,38547.25
"SEAY, ROBERT ROCKWELL (ROCKY)",39705626,81,38540
"MORAN, RENA",6518228,36,38528.03
"DECORTE, CHRISTINE",39827468,88,38500.69
"RILEY, EMMETT D",12998225,262,38495.04
"GANTT, DAVID F",5908789,43,38495
"DUFF, EILEEN R",15749244,396,38485
"SCHOMACKER, JOE",13002853,32,38458.82
"NOVSTRUP, AL",6580757,84,38457.32
"HOBBINS, BARRY J",6454211,106,38440.03
"HARRIS, CHRISTOPHER ADAM",6603578,79,38433.43
"BLANKENBUSH, KENNETH D",6696601,117,38432.66
"LUCERO, ERIC",24844804,40,38422.4
"CANESTRARO, JOSEPH RONALD (JOE)",39705409,96,38420.83
"HEARTSILL, GREG T",11023378,204,38398.27
"SIMRILL, GARY",6574066,72,38355.26
"MURNAN, MONICA",40609430,146,38346.4
"SPARKS, MICHAEL (MIKE)",6689129,92,38330.35
"THIELEN, LAURA",6567869,69,38324.55
"ARPKE, TOM",6677492,89,38317.3
"JONES, ABRAHAM PENN (ABE)",28721044,250,38307.14
"WILSON, DAVID L",12998462,175,38304
"COWETT, MICHAEL E",41757833,104,38300.38
"MICELI, JAMES R",501241,120,38290.55
"FITZPATRICK, STEVEN J",6682824,321,38285.71
"THERON, PETER",2928570,96,38282.99
"TILTON, CATHY LYNN",9654575,170,38275.79
"TIPTON, JAMES A",21078264,73,38235.83
"HIGGINS, MARY W",25004877,279,38228.03
"GRAY, JOY",37960747,230,38215
"PARK, KEN",25085333,64,38214.84
"BLACKWELL, BART T",39714650,56,38181.04
"QUINLAN, SEAN",40622434,26,38165.31
"GLADING, DALE",41676816,268,38156.7
"HAMMOND, JOHN CRAIG",42539487,100,38148.11
"SARINANA, DEBRA MARIE",39176855,148,38131.21
"COLLINS, RICHARD G",13789790,175,38130
"MCDONALD, FORREST J",40621996,253,38121.98
"KIRBY, HOLLY",84105,247,38120.67
"BENSON, MICHELLE",13012417,46,38103.5
"CARR, DALE",11029792,69,38100
"CORBETT, JOHN L",24361024,86,38075.31
"RUNNING-MARQUARDT, KIRSTEN",6128020,183,38071
"GRAY, CHUCK JAN",24811647,80,38060.49
"EVANS, CINDY",6401248,85,38055
"HAMM, RICHARD (DICK)",6591938,82,38043.15
"HOUGHTON, JAY D",6684756,81,38040
"SHANNON, RENITTA",38197310,100,38032.05
"WILLIAMSON, JOHN",39525428,6,38022.16
"STONE, BRIAN",16228062,375,38021.4
"ROSENTHAL, PAUL BRADLEY",10238445,146,38008
"WINGARD, MATTHEW",6674885,71,38003.51
"GAWRYS, STEVE",23424765,38,37999.74
"MCDOWELL, BOBBY",37970376,161,37973.93
"HERRIMAN, WAYNE",39827911,63,37935.86
"ESAU, KEITH",13703391,151,37909.01
"BIRDSELL, REGINA",6695412,183,37880
"PERKINS, BILL",13013063,84,37863.54
"NEWTON, WESTON",11023591,73,37849.16
"EPLEE, JOHN R",40609380,114,37838.89
"FIERRO, ARTURO",39176851,83,37835
"NIEMEYER, BARB",37970437,187,37823.93
"MORGAN, TIMOTHY SCOTT (TIM)",38445441,102,37815
"FERGUSON, EDWIN",41676856,199,37782.88
"SHADDUCK-MCNALLY, JODY",40461559,406,37774.39
"GRIGGS, RON",11022576,85,37750
"SCACCIA, ANGELO M",1896283,435,37747.18
"VAN MOL, HANS WALTER",39435004,58,37728.84
"SYME, SCOTT ALAN",25996018,54,37725
"KLEIN, JARAD",12999607,171,37703.56
"POUCHE, SEAN",39656660,53,37693.92
"FERRO, MIKE",6486901,69,37650
"INMAN, SUSAN",37971323,197,37629.32
"LUNN, JERRY",13703414,115,37621.04
"KEOHOKALOLE, JARRETT K",24820529,87,37615
"BALES, JIMMY C",6377633,68,37589.16
"ALLEN, DEBORA",58893,99,37580.8
"RUTHERFORD, JAMES TODD",8298907,68,37580.16
"KENIMER, CURTIS",37963986,109,37580
"JOHNSON, CHRISTOPHER K",6501555,43,37569.51
"HOLMES, GRAHAME E",39714684,59,37550
"MCDONALD, PATRICK",23438628,84,37550
"BRODY, MARK ALLEN",10886090,59,37543.92
"DALBY, CAROL",9871894,128,37540.92
"ROBERTS, DONALD",20535770,87,37537
"STILLE-MULLIGAN, TRACY",39849973,126,37532.55
"HARLOW, RHONDA",31883284,179,37523.05
"GATES, GARY W",13006847,23,37514.16
"MCCANN, NOREEN",19684709,43,37502.76
"RANADE, SAMEER",40587792,436,37499.68
"HOCKER, GERALD W",12998468,195,37475
"TYLER, CHYNAH",41757814,175,37474.44
"WOFFORD, ANN",41757738,38,37461.53
"KELLY, TIM",1027944,123,37454.66
"MADDOX, JOHN",37971302,70,37450
"VILLEE, MARK M",38445558,37,37449.74
"SHAPIRO, MARY",9141826,50,37423.88
"HEDDENS, LISA K",6012902,150,37416.09
"MORAN, FRANK A",15749190,166,37400
"HARDISTER, JONATHAN YATES",13004009,98,37399.13
"BLACKMON, SHAW",6847725,84,37372.11
"BORELLI, STEPHEN",1115098,142,37366.92
"HAYES, PHILIP",37969629,56,37355.09
"STACY, DAN",39656688,25,37348
"WEBER, BONNIE",39827669,40,37324.9
"PRESNELL, MICHELE D",10886197,109,37312
"DUPLESSIS, JIM",21078239,114,37292.22
"WATSON, KATHARINE M",4745131,78,37275
"VARVARO, MATTHEW",41755836,108,37270
"YEARICK, LYNDON DEAN",8437323,122,37262.37
"WILLEY JR, N LAURENCE",39714380,192,37242.23
"JORDAN, JO",6514607,110,37232.8
"DAMSCHEN, DAVID",9865653,70,37226.06
"HORNBUCKLE, SEAN",13808026,135,37220
"RITTER, MATTHEW",6508453,218,37215
"KELLER, FREDERICK B",4675316,145,37214.99
"ROBERTS, MARC",10886461,63,37196.52
"ELLIOTT, ROGER A",40609378,102,37166.27
"WATSON, BARBARA A",6513478,80,37145
"LEBSOCK, STEVE",10238459,103,37136
"GOYKE, EVAN",13735974,322,37124.18
"FINCH, PHILLIP D",13706714,53,37110.78
"GIFFORD, SUSAN",39737,113,37108.83
"VALDES, ALINA",25082427,44,37103.9
"KRAWCZAK, JACKIE",38475488,211,37079.37
"KERN, ANTHONY",24748395,157,37058.01
"SCHMIDT, KELLY L",6659799,28,37050
"ARNDT, JENNIFER JAMES (JENI)",12004747,209,37042
"UPSON, JILL",13808055,113,37010.64
"BRIGGS-KING, RUTH",6619335,161,36989.73
"SIMMONS, STEVE",40587802,113,36981.47
"AMORE, GREGG",13735918,263,36962
"BELL, STEPHANIE",6615590,41,36953.35
"BROYHILL, SHAUN",22185670,82,36936.81
"BARNSBACK, TIMOTHY DAVID",38445160,229,36936.2
"ALEXANDER WORTH, WAYNE BRUCE",39705364,167,36928.14
"DRAKE, FRANK NELSON",40606515,60,36920.4
"JOHNSON, BRAD (LBJ)",41676629,515,36904.12
"ALLEN, ERICK E",21252191,76,36830.44
"CLAEYS, J R",13010833,109,36819.16
"LYNN, ROBERT S",12997254,80,36818
"FERGUSON, DEBORAH",10885384,17,36817.9
"GROVER, KEITH",6669195,51,36755.62
"GORSEK, CHRIS",6440685,74,36743.64
"STROHM, CHUCK",23442493,59,36731
"KOPEC, MATTHEW A (MATT)",8463907,286,36684.16
"WALLACE, JOHN M",23323295,276,36674.28
"SLAP, DEREK M",15519879,227,36654.68
"DAVIS, BART M",6575922,77,36650
"DORE, TIMOTHY R",10238787,111,36620
"SWITZER, AL",42534679,115,36599.99
"MIRANDA, ANTOINETTE",42689465,59,36577.06
"SCHICKEL, JOHN",13011992,66,36557.05
"WELLS, WILLIAM SCOTT",9204072,48,36550
"DEMERCHANT, L (SARAH)",37969656,166,36544.18
"RAZER, GREG",39656680,204,36536.18
"JENKINS, JASMINE L",37969612,170,36514.25
"MONTOYA, KAREN LOUISE",11022534,57,36514
"REED, LONNIE",6495424,174,36510.04
"BARTON, TONY",24844622,228,36498.08
"CURTIS, LARRY",39828146,29,36497.34
"JOYNER, LATOYA",26185596,64,36481.05
"BENAVIDEZ, ADRIENNE HELEN",6393497,173,36477.92
"PEAKE, SARAH K",1631350,172,36477.6
"WOODSON, JUSTIN",24816809,71,36475
"HULL, RAYMOND A",6509278,56,36466
"DEASY JR, DANIEL J",6487782,90,36450
"KANE, TOM",20830380,114,36437.92
"CASEY, DENNIS",6692190,2,36418.52
"TOBACK, JEFFREY W",41755845,72,36403
"GILLIAM, FRANKIE",9617721,119,36402.32
"DIXON, THOMAS A",41759097,242,36390.03
"SILVER, DEBORAH",39441773,150,36373.36
"PUGH, SHERRIE",33307076,28,36343.82
"HEALY-ABRAMS, JOYCE",32145428,15,36341.57
"FITZPATRICK, MICHAEL J",6608010,129,36334.5
"DUKE, GREG",39525367,65,36320
"ALLEN, SCOTT E",2941481,273,36319
"GARCIA-UTLEY, MARISA YVETTE",37969683,108,36317
"TERRELL, PATSY",35005743,139,36317
"PFEIFFER, JOHN",23442467,104,36301.43
"REZENDES, KENNETH",39827610,55,36270.04
"BROWN, SAMANTHA N (SAMMI)",39705401,188,36267.9
"WESSEL-KROESCHELL, BETH",6177376,312,36256.84
"PIRTLE, CLIFF R",11022573,68,36250
"NEVILLE, STEVEN P (STEVE)",6657448,72,36249
"ROZIC, NILY D",15666143,97,36237.96
"LANGLEY, BRIAN D",6674158,178,36236.36
"PARKER-OGRADY, JEROME",41757759,183,36219.56
"KORAN, MARK",38430158,27,36207.47
"TRIMMER, ED",6480672,140,36202.54
"KEARNS, KEN",26412542,47,36200.56
"MEYER, BRIAN J",6032935,80,36179.45
"HAMPTON, JOHN KENNEDY",6415210,175,36167.51
"OFSINK, JAMES",42535480,66,36159.04
"ANDERSON, SARAH",6668020,32,36156.16
"FLETCHER, WYNETTA (WENDY)",39494714,78,36148.73
"ANWAR, SAUD",15764111,203,36140.1
"HORMAN, WENDY",10885637,100,36117.18
"WESTLIN, BONNIE",40606571,46,36112.5
"HALE, CHRISTINA",10246067,92,36100
"VRUWINK, DON",13652853,285,36090.72
"HUNTER, PAMELA J",32499856,119,36076.77
"DANIELS, GARY L",6593963,126,36070
"SIVERTSEN, ROBERT (BOB)",40622039,126,36059.33
"WEISSER, MIKEL",8437729,82,36043.62
"ORTIZ Y PINO, GERALD P",6453887,126,36033.58
"STEVENSON, CYNDI",372950,99,36023
"HOWSE, STEPHANIE",15380062,219,36003.04
"GALLOGLY, RYAN",39849943,51,36000
"ELI, STACELYNN K M",24820512,58,35996.69
"ELMORE, JEFFREY CARTER",13004098,117,35990
"POPPE, JEANNE E",6515650,32,35978.12
"LAWSON, LINDA C",6393186,68,35950
"TILLEY, DONALD",39849988,454,35949.11
"THOMAS, RICK",40587814,228,35948.5
"MUXLOW, MATT",39849959,70,35940.8
"WINTERTON, DONALD R (DON)",28751430,68,35923
"KING, KIM",6681908,99,35920.68
"HACKBARTH, THOMAS",13002897,34,35910.26
"ESPOSITO JR, LOUIS P",6384082,234,35895
"WOODSON, JOE",37971463,92,35872.75
"SCHMIDT, DAN J",6501723,153,35838.98
"DEVERS, MARCOS A",31510,71,35835
"GRAVIET, JENNIFER",39010968,120,35827.37
"KAZARIAN, KATHERINE S",13735914,126,35821
"GRAY, SAM",38120501,259,35808.3
"MACDONALD, MARGARET E (MARGIE)",6473371,374,35804.79
"FULLWOOD, REGGIE",1294382,44,35800
"LIEBLING, TINA",13002868,26,35792.84
"KUROS, KEVIN J",423330,126,35779
"THRONE, MARY ANN",10142568,145,35767.17
"CUTCHEN, BRYAN P",39714225,14,35754.3
"RAMIREZ, RITA",39707207,28,35743.12
"RUNBECK, LINDA",13002927,31,35741.82
"FAGAN JR, JIMMY J",39434992,92,35731.75
"YOW, RICHIE",11023563,80,35714.16
"LUNDE, JEFFREY",14702458,33,35711.63
"GOINS, TILMAN",11029789,88,35700
"MORALES, MATT",8473869,122,35671.74
"BOYD, PAT",42054933,258,35661.38
"CAMPBELL, CORY",37438953,26,35660.39
"BRANNAN, JOHN",41806473,55,35659.87
"HARTGEN, STEPHEN",6679482,95,35659
"MILLER, MONIQUE",40760561,107,35596.54
"FUSCO, JOHN",40331779,170,35592.54
"HEROUX, PAUL R",15749205,177,35584.07
"SWENSON, DENISE R",41757811,95,35580.24
"PACE, CARL",28146404,186,35565.44
"FRIAS, STEVEN",13827852,50,35564.96
"BARBER, CHRISTINE P",25004764,249,35537.36
"CAMPBELL, LINDA DEAN",459911,345,35527.9
"BERGER, JEFFREY J",12998281,219,35505
"KENDA, STEVEN (STEVE)",25005394,76,35503
"FOGARTY, PAUL W",13013480,116,35500
"RAUNIYAR, DARSHAN",40587793,166,35491.24
"PITTMAN, LARRY G",5949244,123,35467.5
"CLAYTON, STEPHANIE SAWYER",6690817,155,35449.74
"DOUGHERTY, NEALE",39435044,54,35445
"KLEIN, RANDY",26227192,201,35420.03
"SHORT, DANIEL B",6664355,135,35417
"BARTLEY, LORI",37969949,46,35410.65
"KENNEDY, MIKE",10886348,63,35402.86
"BAUMER, KATY DOLAN",42541313,27,35401.1
"JONES, TIFFANY",39827537,28,35372.53
"MARBURGER, GORDON L",39434743,44,35365
"HOLMES, SUSAN",6688775,84,35351
"FARMER, TRISHA",39714847,192,35346.44
"KERBS, DELL",39827935,68,35321.94
"FISHBEIN, CRAIG C",7083064,217,35277.03
"JONES, SUZANNE",39707378,126,35254
"ATCHUE, RALPH",33487422,353,35246.23
"WILLIAMS, JAY",6503098,59,35233.67
"FLEISCHMANN, ANDREW M",6404562,216,35231
"WOLFE, JESSICA Z",39434755,72,35198.36
"FISTER, DANIEL A",39494712,136,35194.14
"ROGERS, SYDNEY",39714845,141,35185.52
"DONATUCCI, MARIA P",6513443,103,35175
"DAHLKE, JEFF",40609588,32,35170
"VAP, GERALD L (JERRY)",6663926,21,35169.32
"BOSCHEE, JOSHUA A",11029693,50,35136.01
"MURRAY, CRAIG",39828134,151,35131.99
"LEIMAN, JAMES",40606533,43,35128.14
"KLARIDES-DITRIA, NICOLE",7095789,237,35125
"FLANAGAN, PEGGY",34783492,39,35122.32
"COHOON, DENNIS M",12999631,106,35119.82
"ASH, JIM",39707314,61,35117.51
"FLYNN, LANE",39525518,58,35094.45
"MASON, GARRETT PAUL",6683709,146,35080.5
"SELLERS, HEIDI",21085095,156,35058.82
"BROSTOFF, JONATHAN",19033577,391,35052.15
"KEMP, STEVEN D",39715812,37,35051.8
"ROSE, JAMES (JIMMY)",39494766,31,35046.66
"MASON, LES",24844652,129,35040.32
"HEWETT, ERNEST",6462041,218,35038
"REED, WENDY",38300323,81,35034.75
"WOOLRIDGE, RUBY FAYE",37969919,22,35032.82
"HOWARD, HENRY (WAYNE)",16844136,78,35025.16
"GETTINGER, BEN",40649983,215,34990.02
"FITZGERALD, ISABELLA",5197161,70,34980
"CARPINO, CHRISTIE M",6691705,231,34976
"GENRICH, ERIC CARL",13736139,305,34965.75
"EDWARDS, BECKY",6675553,49,34951.88
"ZIMMERMAN, EVA B",42054965,275,34951.54
"JACKSON III, LESTER G",6376428,61,34950
"RAGAN, JOHN D",6689098,79,34943
"BROWER, TOM",6397168,75,34900
"ORRALL, KEIKO M",13001199,181,34898
"BROWN, ROBERT L",6377680,87,34890.24
"GROEN, ROSS",40621922,65,34890.02
"SIROTKIN, MICHAEL D",15750313,61,34889.3
"ARESIMOWICZ, JOSEPH",6461890,230,34885
"FINCH, BLAINE",13703449,127,34875.32
"ZONI, DAVID",6483404,216,34870
"JUSME, WILLIAM",36702660,66,34858.8
"CHEESEMAN, HOLLY H",6691738,213,34855.05
"MORGAN, JUDY A",3711983,232,34850.64
"NEWBERGER, JIM",12746167,50,34845.36
"DUNSBY, ADAM",6220402,192,34845.02
"SHERRELL, PAUL",39714828,64,34844.23
"HADDAD, GREGORY",12998241,166,34831.06
"BARAM, DAVID A",6508467,179,34825
"CASSIDY, GERARD J",39762751,244,34818.43
"GILLESPIE, ALBERDER",40606733,36,34810.75
"FENSTERWALD, BERNARD (BERNIE)",41676826,72,34808.87
"SINA, CANDY",40606576,46,34806.27
"SUTHERLAND, ROBERT J",24811871,53,34792.5
"OLSON, LIZ",40606633,53,34784.27
"OVERBEY JR, GEORGE W",6458655,69,34770.13
"BRADY, HELEN",523426,101,34740.38
"KUPCHICK, BRENDA L",6618758,194,34720.05
"ALBIS, JAMES M",6513730,272,34720
"THIELEN, CYNTHIA HENRY",6599689,49,34707
"HOUSEHOLDER, ERIC LEE",6682532,104,34706
"MACHEERS, CHARLES",13703420,108,34680.42
"LAVEZZI, BILL",42689471,327,34678.94
"EICHORN, JUSTIN",24844746,24,34672.7
"TEDONE, LYDIA",40326557,170,34655
"HUMPHRIES, SUSAN",8849917,91,34655
"ROEBUCK, JAMES R",5574871,73,34645
"MCMASTERS, DAN F",3455912,157,34638.97
"SADDLER, DAN",6692528,157,34636.24
"GIACOMI, STEVEN R",40651426,233,34620
"VERDIN III, DANIEL B",41759219,58,34612.98
"RIEMER, DANIEL GRAAN",3187685,268,34586.1
"UTESCH, LYNN",40609712,444,34583.99
"GOODIN, TERRY ALLEN",6393222,61,34578.87
"HIKIJI, MIYOKO",39447216,249,34563.32
"WARREN, HARRY",6686889,215,34544.85
"STENGLEIN, TIFFANY",31566687,63,34541.88
"BETTS, WHIT",6691845,191,34540.02
"WARD, JUDITH F",15021617,111,34540
"SIMMONS, CAROLINE",23615734,239,34526.31
"SABA, MICHAEL",17602265,43,34526
"SRINIVASAN, PRASAD",500179,206,34521
"ENGLAND, MEGAN",13703406,123,34507.42
"REED, BETTY",387057,212,34484.28
"ZAWISTOWSKI, TAMI W",7115744,187,34480
"DISERIO, PHILLIP W",6515204,54,34475
"CONROY, THERESA W",6495266,195,34395
"LINEHAN, ELIZABETH",12998331,255,34392.02
"DORNINK, GENE",16888715,38,34381.49
"JACKSON, GREGORY A",41676795,174,34378
"SERRA, JOSEPH C",6384281,215,34365
"FABRIZIO, FLORINDO J (FLO)",5130347,63,34357.6
"WALKER, TONI EDMONDS",6415526,225,34345
"WALKER, BRETT D",20866823,118,34341.63
"LUNDGREN, MARY JANE",7131686,173,34340
"FERGUSON, MICHAEL S",26229115,190,34320
"FREY, JOHN H",6580158,188,34315
"ROEBER, REBECCA",15277985,99,34310
"DORRIAN, JULIA L",2983994,99,34300.8
"HASHEM, MARK JUN",12999411,98,34300
"NICHOLS, JOSHUA",39494750,41,34289.5
"REAGAN, JOHN MATTHEW",737365,125,34260
"ARCONTI JR, DAVID A",12998344,183,34255
"MURPHY, JEFFREY HUNTER",26595559,93,34250.91
"FOX, DANIEL J",6514514,181,34250.03
"NEUBERGER, RAYMOND J",42054979,235,34250
"SCHULTE, PAUL R",39715765,109,34250
"HEFFERNAN, DEBRA J",6511717,192,34250
"TONG, WILLIAM M",357618,164,34241
"KOEGEL, ERIN",40606694,33,34218.57
"VOLLANO, JOSEPH",42054952,215,34215
"JACOBSON, HAL",6396300,352,34210
"STAGGERS, MARGARET ANNE",13008073,95,34209.77
"QUINN, THOMAS",39656804,79,34205.76
"FREIBERG, MIKE",16072415,28,34197.44
"GEORGIADIS, DRU",26674338,198,34195
"VERNER, MARY",40587915,199,34181.34
"SAUNIG, MATT",42054913,202,34180
"DUFF, WILLIAM I",7108039,222,34179
"LANDWEHR, BRENDA",38351570,83,34171.7
"ROVERO, DANIEL S",6508516,201,34164.77
"STAFSTROM, STEVEN",7114054,194,34164
"CARSON, LAUREN H",25004489,187,34157
"PASCARELLA, JAMES",41605046,232,34135
"PASSEY, CHRISTINE",24352001,100,34130.98
"BARNES, CHRIS",42054900,190,34125
"FERRARO, CHARLES J",25761084,201,34125
"BURNETT, INGRID Y",4135998,131,34118.45
"HALL, CAROL",7207490,177,34105.04
"LEBIDA, GUY M",39714284,161,34104.44
"ECKLUND, ROB",35748265,47,34097.62
"CLARK, RANDY",39849910,69,34093.44
"FABER, JUSTIN",152707,81,34093.42
"JUDD-JENKINS, ANITA",40609400,189,34089.39
"MOODY JR, PAUL F",41757779,137,34085
"ISENHART, CHARLES W",6024610,336,34074.36
"PALUMBO, RUTH ANN",6377435,15,34074.19
"DUNBAR, GEORGE S",6687817,125,34073.81
"SAMPSON, ROBERT C",6691855,213,34073.07
"DUNNINGTON, JASON",22185980,104,34067.65
"WATANABE, MYRNA E",14261599,214,34067.31
"BARTOK, LAURA",41605044,233,34045.27
"SCOTT, JOHN F",20227722,191,34034.88
